epoch,bank1_local_loss,bank1_test_acc
1,0.6871848106384277,0.6054270267486572
2,0.6795796751976013,0.6117097735404968
3,0.6721683740615845,0.6146307587623596
4,0.664908230304718,0.6162315011024475
5,0.6578564643859863,0.6182448267936707
