epoch,bank1_local_loss,bank1_test_acc
1,0.6482968926429749,0.8283043503761292
2,0.6396452784538269,0.8331207633018494
3,0.6313285231590271,0.8379890322685242
4,0.623371422290802,0.8426451086997986
5,0.6158004999160767,0.8471055626869202
